run,modulation_factor_curve,error_curve,chi2_curve,modulation_factor_stokes,error_stokes,polarization_angle,polarization_angle_err,NPIP,w_facto,threshold,remove_noise_value
10318,0.182,0.027,1.184,0.175,0.158,3.040,25.696,450,1,3,30
10319,0.190,0.028,0.961,0.189,0.122,3.779,18.203,450,1,3,5
1032,0.294,0.039,0.914,0.289,0.166,2.893,16.094,350,7,7,20
10320,0.182,0.027,1.156,0.183,0.113,4.100,17.349,450,1,3,0
10321,0.202,0.029,1.128,0.198,0.327,1.411,47.103,450,1,3,20
10322,0.185,0.027,1.026,0.188,0.134,3.455,20.112,450,1,3,10
10323,0.188,0.028,1.029,0.189,0.266,1.761,40.176,450,1,3,25
10324,0.191,0.028,0.858,0.195,0.110,4.283,15.867,450,1,3,15
10325,0.175,0.027,1.011,0.175,0.199,2.420,32.357,450,1,5,30
10326,0.192,0.028,1.063,0.190,0.188,2.418,28.106,450,1,5,5
10327,0.192,0.028,1.063,0.190,0.188,2.418,28.106,450,1,5,0
10328,0.179,0.027,0.917,0.183,0.287,1.619,44.902,450,1,5,20
10329,0.199,0.029,1.021,0.196,0.113,4.158,16.110,450,1,5,10
1033,0.295,0.039,1.080,0.297,0.140,3.400,13.044,350,7,7,10
10330,0.176,0.027,1.099,0.177,0.136,3.518,21.793,450,1,5,25
10331,0.198,0.029,1.035,0.194,0.214,2.157,31.353,450,1,5,15
10332,0.190,0.028,1.231,0.186,0.166,2.865,25.383,450,1,1,30
10333,0.185,0.027,1.109,0.184,0.194,2.333,30.004,450,1,1,5
10334,0.185,0.027,0.933,0.185,0.242,1.856,37.405,450,1,1,0
10335,0.200,0.029,1.054,0.198,0.123,3.814,17.536,450,1,1,20
10336,0.180,0.027,0.864,0.180,0.135,3.408,21.124,450,1,1,10
10337,0.195,0.028,0.961,0.199,0.345,1.345,49.475,450,1,1,25
10338,0.180,0.027,0.919,0.178,0.119,3.892,18.968,450,1,1,15
10339,0.172,0.027,1.106,0.163,0.324,1.496,56.997,450,1,7,30
1034,0.278,0.037,1.028,0.277,0.152,3.233,15.321,350,7,7,25
10340,0.196,0.028,0.983,0.198,0.353,1.288,50.970,450,1,7,5
10341,0.196,0.028,0.983,0.198,0.353,1.288,50.970,450,1,7,0
10342,0.188,0.028,1.146,0.185,0.431,1.088,66.504,450,1,7,20
10343,0.195,0.028,1.260,0.194,0.157,2.948,22.973,450,1,7,10
10344,0.174,0.027,1.091,0.168,1.691,0.281,287.594,450,1,7,25
10345,0.194,0.028,1.167,0.196,0.855,0.540,124.928,450,1,7,15
10346,0.192,0.029,1.000,0.182,0.264,1.888,41.499,450,1,9,30
10347,0.184,0.027,1.025,0.187,0.574,0.801,87.724,450,1,9,5
10348,0.184,0.027,1.025,0.187,0.574,0.801,87.724,450,1,9,0
10349,0.177,0.027,1.129,0.172,0.191,2.529,31.594,450,1,9,20
1035,0.293,0.039,1.139,0.293,0.149,3.215,14.133,350,7,7,15
10350,0.183,0.027,1.050,0.184,0.206,2.259,31.919,450,1,9,10
10351,0.177,0.027,1.014,0.170,0.107,4.718,17.626,450,1,9,25
10352,0.186,0.028,0.968,0.182,0.507,0.929,79.974,450,1,9,15
10353,0.175,0.027,1.008,0.175,0.291,1.622,47.607,450,1,2,30
10354,0.181,0.027,0.993,0.187,0.151,3.025,22.872,450,1,2,5
10355,0.193,0.028,1.064,0.192,0.127,3.610,18.684,450,1,2,0
10356,0.200,0.029,0.908,0.198,0.411,1.117,59.461,450,1,2,20
10357,0.174,0.026,0.970,0.176,0.131,3.505,21.139,450,1,2,10
10358,0.196,0.029,1.003,0.195,0.129,3.703,18.622,450,1,2,25
10359,0.192,0.028,1.136,0.188,0.116,4.044,17.344,450,1,2,15
1036,0.275,0.037,0.919,0.272,0.195,2.594,20.247,350,7,9,30
10360,0.253,0.035,1.092,0.254,0.283,1.744,31.659,450,10,8,30
10361,0.263,0.035,1.027,0.262,0.170,2.731,18.311,450,10,8,5
10362,0.263,0.035,1.027,0.262,0.170,2.731,18.311,450,10,8,0
10363,0.257,0.035,0.905,0.255,0.213,2.251,23.619,450,10,8,20
10364,0.265,0.035,0.935,0.262,0.171,2.742,18.364,450,10,8,10
10365,0.247,0.034,1.083,0.249,0.222,2.185,25.391,450,10,8,25
10366,0.261,0.035,0.915,0.258,0.191,2.474,21.027,450,10,8,15
10367,0.251,0.034,1.038,0.252,0.176,2.783,19.727,450,10,6,30
10368,0.274,0.036,0.985,0.270,0.163,2.832,16.972,450,10,6,5
10369,0.274,0.036,0.985,0.270,0.163,2.832,16.972,450,10,6,0
1037,0.296,0.039,1.201,0.295,0.136,3.514,12.829,350,7,9,5
10370,0.266,0.036,0.927,0.261,0.225,2.090,24.425,450,10,6,20
10371,0.273,0.036,1.080,0.268,0.159,2.935,16.647,450,10,6,10
10372,0.248,0.034,0.934,0.251,0.157,3.075,17.611,450,10,6,25
10373,0.270,0.036,1.038,0.263,0.173,2.706,18.561,450,10,6,15
10374,0.260,0.036,1.047,0.256,0.235,2.164,26.130,450,10,10,30
10375,0.271,0.036,1.004,0.261,0.155,3.080,16.715,450,10,10,5
10376,0.271,0.036,1.004,0.261,0.155,3.080,16.715,450,10,10,0
10377,0.255,0.035,1.048,0.252,0.243,2.015,27.446,450,10,10,20
10378,0.271,0.036,1.004,0.261,0.155,3.080,16.715,450,10,10,10
10379,0.260,0.036,1.067,0.256,0.227,2.201,25.211,450,10,10,25
1038,0.296,0.039,1.201,0.295,0.136,3.514,12.829,350,7,9,0
10380,0.257,0.035,0.899,0.251,0.167,2.920,18.719,450,10,10,15
10381,0.255,0.035,0.912,0.256,0.176,2.746,19.443,450,10,4,30
10382,0.279,0.037,0.938,0.274,0.156,2.956,16.013,450,10,4,5
10383,0.280,0.037,0.934,0.275,0.160,2.885,16.322,450,10,4,0
10384,0.264,0.035,1.053,0.262,0.200,2.341,21.604,450,10,4,20
10385,0.279,0.037,1.021,0.272,0.149,3.132,15.316,450,10,4,10
10386,0.259,0.035,0.892,0.257,0.179,2.667,19.605,450,10,4,25
10387,0.273,0.036,1.015,0.267,0.170,2.742,17.968,450,10,4,15
10388,0.252,0.034,1.002,0.257,0.187,2.575,20.564,450,10,3,30
10389,0.282,0.037,0.927,0.276,0.161,2.858,16.410,450,10,3,5
1039,0.279,0.037,0.976,0.279,0.154,3.189,15.492,350,7,9,20
10390,0.283,0.037,0.977,0.277,0.164,2.806,16.645,450,10,3,0
10391,0.265,0.035,1.045,0.265,0.199,2.348,21.226,450,10,3,20
10392,0.281,0.037,1.025,0.274,0.157,2.951,16.058,450,10,3,10
10393,0.257,0.035,0.946,0.259,0.166,2.868,18.084,450,10,3,25
10394,0.274,0.036,0.998,0.269,0.180,2.577,18.890,450,10,3,15
10395,0.253,0.035,0.931,0.254,0.175,2.777,19.456,450,10,5,30
10396,0.275,0.036,0.905,0.272,0.156,2.955,16.156,450,10,5,5
10397,0.275,0.036,0.905,0.272,0.156,2.955,16.156,450,10,5,0
10398,0.265,0.036,1.145,0.261,0.205,2.295,22.220,450,10,5,20
10399,0.274,0.036,1.057,0.269,0.158,2.948,16.444,450,10,5,10
104,0.282,0.037,0.932,0.283,0.166,2.814,16.464,600,2,3,15
1040,0.294,0.039,1.121,0.293,0.137,3.499,13.018,350,7,9,10
10400,0.254,0.035,0.944,0.254,0.168,2.849,18.679,450,10,5,25
10401,0.268,0.036,1.017,0.264,0.172,2.720,18.316,450,10,5,15
10402,0.264,0.036,0.933,0.262,0.182,2.626,19.597,450,10,1,30
10403,0.277,0.037,0.988,0.277,0.160,2.883,16.125,450,10,1,5
10404,0.279,0.037,1.014,0.278,0.164,2.791,16.570,450,10,1,0
10405,0.274,0.036,1.016,0.269,0.171,2.739,17.843,450,10,1,20
10406,0.280,0.037,1.039,0.275,0.156,2.972,15.832,450,10,1,10
10407,0.264,0.035,0.933,0.263,0.165,2.865,17.677,450,10,1,25
10408,0.280,0.037,1.082,0.273,0.166,2.793,17.067,450,10,1,15
10409,0.254,0.035,1.019,0.253,0.219,2.237,24.561,450,10,7,30
1041,0.283,0.038,0.969,0.275,0.156,3.217,15.864,350,7,9,25
10410,0.269,0.036,1.048,0.266,0.176,2.627,18.637,450,10,7,5
10411,0.269,0.036,1.048,0.266,0.176,2.627,18.637,450,10,7,0
10412,0.261,0.035,0.908,0.258,0.208,2.279,22.882,450,10,7,20
10413,0.269,0.036,1.048,0.264,0.167,2.791,17.801,450,10,7,10
10414,0.248,0.034,0.974,0.249,0.180,2.691,20.426,450,10,7,25
10415,0.264,0.035,0.915,0.261,0.179,2.636,19.330,450,10,7,15
10416,0.257,0.035,1.088,0.253,0.232,2.158,26.080,450,10,9,30
10417,0.266,0.036,0.959,0.263,0.172,2.725,18.496,450,10,9,5
10418,0.266,0.036,0.959,0.263,0.172,2.725,18.496,450,10,9,0
10419,0.256,0.035,1.053,0.252,0.181,2.684,20.294,450,10,9,20
1042,0.288,0.038,0.885,0.282,0.154,3.143,15.309,350,7,9,15
10420,0.267,0.036,0.953,0.262,0.174,2.703,18.743,450,10,9,10
10421,0.257,0.035,1.182,0.253,0.174,2.857,19.413,450,10,9,25
10422,0.255,0.035,0.998,0.254,0.181,2.646,20.144,450,10,9,15
10423,0.257,0.035,0.952,0.259,0.179,2.683,19.490,450,10,2,30
10424,0.281,0.037,1.010,0.276,0.166,2.774,16.887,450,10,2,5
10425,0.280,0.037,1.064,0.276,0.167,2.747,17.026,450,10,2,0
10426,0.272,0.036,1.093,0.267,0.182,2.564,19.285,450,10,2,20
10427,0.281,0.037,1.156,0.274,0.159,2.901,16.335,450,10,2,10
10428,0.261,0.035,0.955,0.261,0.172,2.749,18.638,450,10,2,25
10429,0.278,0.037,1.036,0.271,0.177,2.619,18.415,450,10,2,15
1043,0.289,0.038,1.120,0.291,0.151,3.224,14.482,350,7,2,30
10430,0.260,0.036,1.133,0.258,0.260,1.896,28.726,450,9,8,30
10431,0.270,0.036,0.969,0.268,0.162,2.880,17.010,450,9,8,5
10432,0.270,0.036,0.969,0.268,0.162,2.880,17.010,450,9,8,0
10433,0.265,0.036,0.973,0.260,0.202,2.378,21.980,450,9,8,20
10434,0.272,0.036,0.975,0.268,0.162,2.908,16.958,450,9,8,10
10435,0.255,0.035,0.922,0.253,0.209,2.335,23.409,450,9,8,25
10436,0.268,0.036,0.912,0.263,0.178,2.663,19.179,450,9,8,15
10437,0.260,0.035,1.055,0.256,0.169,2.903,18.607,450,9,6,30
10438,0.278,0.037,1.033,0.276,0.158,2.930,16.049,450,9,6,5
10439,0.278,0.037,1.033,0.276,0.158,2.930,16.049,450,9,6,0
1044,0.317,0.041,1.081,0.311,0.143,3.261,12.769,350,7,2,5
10440,0.274,0.037,0.967,0.268,0.202,2.335,21.348,450,9,6,20
10441,0.278,0.037,1.012,0.274,0.151,3.101,15.396,450,9,6,10
10442,0.261,0.035,0.941,0.255,0.151,3.198,16.648,450,9,6,25
10443,0.277,0.037,1.036,0.270,0.162,2.913,16.852,450,9,6,15
10444,0.258,0.036,1.018,0.259,0.219,2.325,24.045,450,9,10,30
10445,0.272,0.036,0.902,0.266,0.150,3.191,15.844,450,9,10,5
10446,0.272,0.036,0.902,0.266,0.150,3.191,15.844,450,9,10,0
10447,0.262,0.036,0.932,0.256,0.222,2.217,24.576,450,9,10,20
10448,0.272,0.036,0.902,0.266,0.150,3.191,15.844,450,9,10,10
10449,0.262,0.036,1.047,0.259,0.215,2.324,23.604,450,9,10,25
1045,0.313,0.041,1.053,0.310,0.141,3.324,12.544,350,7,2,0
10450,0.260,0.035,0.889,0.255,0.158,3.093,17.408,450,9,10,15
10451,0.261,0.035,1.014,0.261,0.167,2.911,17.994,450,9,4,30
10452,0.280,0.037,1.039,0.280,0.150,3.082,14.995,450,9,4,5
10453,0.281,0.037,0.937,0.281,0.154,2.996,15.366,450,9,4,0
10454,0.275,0.037,0.987,0.267,0.184,2.556,19.432,450,9,4,20
10455,0.282,0.037,1.031,0.279,0.141,3.319,14.105,450,9,4,10
10456,0.269,0.036,0.936,0.263,0.165,2.895,17.656,450,9,4,25
10457,0.276,0.037,1.060,0.274,0.156,3.000,16.034,450,9,4,15
10458,0.268,0.036,0.976,0.263,0.174,2.770,18.713,450,9,3,30
10459,0.283,0.037,0.950,0.283,0.156,2.968,15.421,450,9,3,5
1046,0.300,0.039,1.080,0.300,0.153,3.100,14.223,350,7,2,20
10460,0.284,0.037,1.008,0.283,0.158,2.920,15.616,450,9,3,0
10461,0.279,0.037,1.035,0.271,0.183,2.559,19.087,450,9,3,20
10462,0.283,0.037,1.008,0.281,0.149,3.119,14.839,450,9,3,10
10463,0.268,0.036,0.988,0.266,0.152,3.145,16.090,450,9,3,25
10464,0.278,0.037,1.161,0.276,0.166,2.803,16.939,450,9,3,15
10465,0.258,0.035,1.087,0.259,0.167,2.916,18.227,450,9,5,30
10466,0.280,0.037,0.952,0.279,0.149,3.107,14.985,450,9,5,5
10467,0.280,0.037,0.952,0.279,0.149,3.107,14.985,450,9,5,0
10468,0.273,0.036,1.004,0.267,0.185,2.546,19.564,450,9,5,20
10469,0.279,0.037,1.057,0.276,0.149,3.138,15.077,450,9,5,10
1047,0.309,0.040,0.996,0.307,0.133,3.544,11.981,350,7,2,10
10470,0.265,0.036,1.002,0.260,0.159,3.037,17.159,450,9,5,25
10471,0.276,0.037,1.047,0.271,0.158,2.973,16.372,450,9,5,15
10472,0.274,0.037,1.015,0.268,0.166,2.899,17.362,450,9,1,30
10473,0.283,0.037,0.951,0.284,0.157,2.938,15.459,450,9,1,5
10474,0.284,0.037,0.926,0.285,0.162,2.842,15.897,450,9,1,0
10475,0.281,0.037,1.023,0.276,0.160,2.941,16.204,450,9,1,20
10476,0.286,0.038,1.194,0.282,0.150,3.101,14.804,450,9,1,10
10477,0.272,0.036,0.980,0.269,0.153,3.100,16.016,450,9,1,25
10478,0.281,0.037,1.065,0.281,0.159,2.924,15.878,450,9,1,15
10479,0.259,0.035,1.051,0.257,0.205,2.396,22.604,450,9,7,30
1048,0.298,0.039,1.067,0.295,0.148,3.261,13.940,350,7,2,25
10480,0.274,0.036,1.026,0.273,0.167,2.776,17.232,450,9,7,5
10481,0.274,0.036,1.026,0.273,0.167,2.776,17.232,450,9,7,0
10482,0.269,0.036,1.049,0.264,0.189,2.515,20.242,450,9,7,20
10483,0.276,0.037,0.979,0.271,0.157,2.983,16.274,450,9,7,10
10484,0.258,0.035,0.915,0.253,0.172,2.817,19.175,450,9,7,25
10485,0.269,0.036,0.923,0.267,0.167,2.827,17.648,450,9,7,15
10486,0.258,0.035,1.136,0.257,0.219,2.298,24.173,450,9,9,30
10487,0.275,0.037,1.050,0.268,0.163,2.883,17.134,450,9,9,5
10488,0.275,0.037,1.050,0.268,0.163,2.883,17.134,450,9,9,0
10489,0.260,0.035,0.985,0.257,0.173,2.825,18.986,450,9,9,20
1049,0.307,0.040,0.977,0.304,0.146,3.227,13.345,350,7,2,15
10490,0.273,0.036,1.015,0.267,0.163,2.907,17.126,450,9,9,10
10491,0.262,0.036,1.018,0.257,0.167,2.973,18.381,450,9,9,25
10492,0.263,0.035,0.885,0.259,0.175,2.744,19.084,450,9,9,15
10493,0.271,0.036,0.924,0.266,0.163,2.958,17.282,450,9,2,30
10494,0.283,0.037,1.013,0.282,0.161,2.861,15.993,450,9,2,5
10495,0.283,0.037,1.011,0.282,0.162,2.839,16.090,450,9,2,0
10496,0.278,0.037,1.040,0.273,0.169,2.778,17.379,450,9,2,20
10497,0.284,0.037,1.040,0.281,0.152,3.045,15.186,450,9,2,10
10498,0.273,0.036,0.981,0.267,0.159,2.999,16.693,450,9,2,25
10499,0.282,0.037,1.013,0.278,0.165,2.828,16.626,450,9,2,15
105,0.283,0.038,1.012,0.281,0.127,3.941,12.495,600,2,5,30
1050,0.317,0.042,1.064,0.306,0.188,2.668,17.242,350,4,8,30
10500,0.298,0.040,1.154,0.295,0.164,3.075,15.543,900,3,8,30
10501,0.302,0.039,0.999,0.298,0.125,3.825,11.560,900,3,8,5
10502,0.302,0.039,0.999,0.298,0.125,3.825,11.560,900,3,8,0
10503,0.304,0.040,1.109,0.297,0.143,3.440,13.365,900,3,8,20
10504,0.303,0.040,0.885,0.301,0.128,3.756,11.720,900,3,8,10
10505,0.294,0.039,1.074,0.291,0.150,3.303,14.436,900,3,8,25
10506,0.298,0.039,1.142,0.298,0.144,3.351,13.456,900,3,8,15
10507,0.298,0.039,1.014,0.294,0.139,3.598,13.091,900,3,6,30
10508,0.304,0.040,0.972,0.305,0.129,3.689,11.584,900,3,6,5
10509,0.304,0.040,0.972,0.305,0.129,3.689,11.584,900,3,6,0
1051,0.329,0.042,0.984,0.327,0.130,3.717,10.832,350,4,8,5
10510,0.303,0.040,1.086,0.301,0.149,3.235,13.765,900,3,6,20
10511,0.309,0.040,1.042,0.305,0.126,3.799,11.336,900,3,6,10
10512,0.296,0.039,1.047,0.293,0.126,3.945,11.825,900,3,6,25
10513,0.300,0.039,1.015,0.303,0.136,3.539,12.364,900,3,6,15
10514,0.298,0.040,1.134,0.294,0.170,3.042,16.220,900,3,10,30
10515,0.302,0.040,0.922,0.303,0.132,3.696,12.012,900,3,10,5
10516,0.302,0.040,0.922,0.303,0.132,3.696,12.012,900,3,10,0
10517,0.296,0.039,0.986,0.295,0.154,3.247,14.598,900,3,10,20
10518,0.302,0.040,0.922,0.303,0.132,3.696,12.012,900,3,10,10
10519,0.295,0.039,0.955,0.296,0.157,3.241,14.860,900,3,10,25
1052,0.329,0.042,0.984,0.327,0.130,3.717,10.832,350,4,8,0
10520,0.296,0.039,1.084,0.293,0.136,3.665,12.844,900,3,10,15
10521,0.298,0.039,1.023,0.300,0.137,3.607,12.704,900,3,4,30
10522,0.305,0.040,1.081,0.305,0.124,3.815,11.163,900,3,4,5
10523,0.306,0.040,1.015,0.306,0.126,3.753,11.308,900,3,4,0
10524,0.303,0.040,1.141,0.301,0.139,3.449,12.847,900,3,4,20
10525,0.309,0.040,0.984,0.307,0.122,3.920,10.900,900,3,4,10
10526,0.299,0.039,1.033,0.297,0.135,3.610,12.605,900,3,4,25
10527,0.306,0.040,0.988,0.306,0.136,3.505,12.280,900,3,4,15
10528,0.300,0.040,0.943,0.299,0.137,3.593,12.736,900,3,3,30
10529,0.303,0.039,1.071,0.305,0.128,3.689,11.527,900,3,3,5
1053,0.324,0.042,0.921,0.315,0.162,3.022,14.320,350,4,8,20
10530,0.309,0.040,1.039,0.308,0.133,3.527,11.936,900,3,3,0
10531,0.302,0.040,1.093,0.302,0.148,3.222,13.639,900,3,3,20
10532,0.308,0.040,1.047,0.306,0.126,3.782,11.285,900,3,3,10
10533,0.301,0.040,1.105,0.296,0.131,3.736,12.187,900,3,3,25
10534,0.309,0.040,0.986,0.306,0.140,3.391,12.676,900,3,3,15
10535,0.297,0.039,1.119,0.295,0.137,3.643,12.840,900,3,5,30
10536,0.303,0.039,1.092,0.304,0.126,3.765,11.381,900,3,5,5
10537,0.303,0.039,1.092,0.304,0.126,3.765,11.381,900,3,5,0
10538,0.304,0.040,1.207,0.300,0.145,3.314,13.437,900,3,5,20
10539,0.308,0.040,1.042,0.304,0.131,3.631,11.884,900,3,5,10
1054,0.328,0.042,0.884,0.326,0.127,3.815,10.670,350,4,8,10
10540,0.296,0.039,1.051,0.294,0.134,3.674,12.579,900,3,5,25
10541,0.304,0.040,0.929,0.305,0.139,3.424,12.647,900,3,5,15
10542,0.300,0.039,1.262,0.303,0.137,3.579,12.507,900,3,1,30
10543,0.306,0.040,1.074,0.305,0.129,3.662,11.579,900,3,1,5
10544,0.307,0.040,1.108,0.304,0.135,3.456,12.298,900,3,1,0
10545,0.303,0.040,1.034,0.302,0.128,3.745,11.681,900,3,1,20
10546,0.309,0.040,1.041,0.305,0.124,3.814,11.167,900,3,1,10
10547,0.306,0.040,1.017,0.300,0.136,3.561,12.514,900,3,1,25
10548,0.310,0.040,1.135,0.308,0.133,3.555,11.953,900,3,1,15
10549,0.303,0.040,1.093,0.295,0.149,3.362,14.068,900,3,7,30
1055,0.318,0.042,0.997,0.310,0.172,2.873,15.522,350,4,8,25
10550,0.303,0.040,1.044,0.302,0.133,3.562,12.164,900,3,7,5
10551,0.303,0.040,1.044,0.302,0.133,3.562,12.164,900,3,7,0
10552,0.307,0.040,1.142,0.299,0.139,3.498,12.931,900,3,7,20
10553,0.305,0.040,0.851,0.304,0.123,3.909,11.136,900,3,7,10
10554,0.297,0.039,0.992,0.292,0.141,3.502,13.420,900,3,7,25
10555,0.300,0.039,1.010,0.301,0.133,3.639,12.205,900,3,7,15
10556,0.293,0.039,1.163,0.293,0.179,2.836,17.193,900,3,9,30
10557,0.299,0.039,0.808,0.298,0.126,3.838,11.614,900,3,9,5
10558,0.299,0.039,0.808,0.298,0.126,3.838,11.614,900,3,9,0
10559,0.294,0.039,0.916,0.294,0.134,3.716,12.657,900,3,9,20
1056,0.336,0.043,1.030,0.325,0.146,3.328,12.433,350,4,8,15
10560,0.302,0.039,0.958,0.304,0.131,3.696,11.875,900,3,9,10
10561,0.293,0.039,0.931,0.294,0.129,3.955,12.117,900,3,9,25
10562,0.293,0.039,1.141,0.295,0.143,3.419,13.477,900,3,9,15
10563,0.298,0.039,1.030,0.300,0.144,3.393,13.358,900,3,2,30
10564,0.307,0.040,1.059,0.305,0.129,3.665,11.584,900,3,2,5
10565,0.307,0.040,1.068,0.306,0.131,3.594,11.781,900,3,2,0
10566,0.305,0.040,1.061,0.303,0.140,3.420,12.772,900,3,2,20
10567,0.305,0.040,1.046,0.305,0.128,3.693,11.557,900,3,2,10
10568,0.302,0.040,1.115,0.297,0.140,3.464,13.028,900,3,2,25
10569,0.307,0.040,1.065,0.305,0.137,3.455,12.424,900,3,2,15
1057,0.322,0.042,1.133,0.313,0.149,3.342,13.250,350,4,6,30
10570,0.284,0.038,1.133,0.281,0.158,3.194,15.709,900,2,8,30
10571,0.284,0.037,0.839,0.282,0.134,3.547,13.171,900,2,8,5
10572,0.284,0.037,0.839,0.282,0.134,3.547,13.171,900,2,8,0
10573,0.291,0.038,0.975,0.283,0.150,3.260,14.770,900,2,8,20
10574,0.285,0.038,0.885,0.285,0.138,3.441,13.522,900,2,8,10
10575,0.275,0.037,1.098,0.269,0.148,3.359,15.328,900,2,8,25
10576,0.283,0.038,0.923,0.281,0.130,3.733,12.850,900,2,8,15
10577,0.281,0.038,1.125,0.278,0.132,3.793,13.190,900,2,6,30
10578,0.287,0.038,0.891,0.284,0.137,3.421,13.426,900,2,6,5
10579,0.287,0.038,0.891,0.284,0.137,3.421,13.426,900,2,6,0
1058,0.352,0.045,1.053,0.343,0.123,3.938,9.668,350,4,6,5
10580,0.285,0.038,0.999,0.281,0.150,3.208,14.873,900,2,6,20
10581,0.286,0.038,0.889,0.286,0.125,3.822,12.050,900,2,6,10
10582,0.275,0.037,0.971,0.273,0.123,4.033,12.419,900,2,6,25
10583,0.289,0.038,0.924,0.284,0.134,3.574,13.104,900,2,6,15
10584,0.278,0.038,0.982,0.276,0.206,2.484,21.154,900,2,10,30
10585,0.288,0.038,0.933,0.285,0.125,3.920,12.046,900,2,10,5
10586,0.288,0.038,0.933,0.285,0.125,3.920,12.046,900,2,10,0
10587,0.279,0.037,1.009,0.278,0.158,3.159,15.956,900,2,10,20
10588,0.288,0.038,0.933,0.285,0.125,3.920,12.046,900,2,10,10
10589,0.281,0.038,1.053,0.274,0.212,2.363,21.910,900,2,10,25
1059,0.352,0.045,1.053,0.343,0.123,3.938,9.668,350,4,6,0
10590,0.279,0.037,1.105,0.278,0.131,3.788,13.096,900,2,10,15
10591,0.284,0.038,1.059,0.282,0.133,3.715,13.125,900,2,4,30
10592,0.292,0.038,0.921,0.288,0.132,3.561,12.685,900,2,4,5
10593,0.289,0.038,0.904,0.287,0.130,3.612,12.540,900,2,4,0
10594,0.288,0.038,1.047,0.280,0.130,3.710,12.836,900,2,4,20
10595,0.293,0.038,0.970,0.288,0.135,3.482,13.031,900,2,4,10
10596,0.281,0.037,1.103,0.277,0.131,3.736,13.066,900,2,4,25
10597,0.290,0.038,0.981,0.291,0.135,3.522,12.880,900,2,4,15
10598,0.285,0.038,1.073,0.282,0.130,3.817,12.734,900,2,3,30
10599,0.293,0.038,0.877,0.289,0.129,3.636,12.353,900,2,3,5
106,0.284,0.037,0.948,0.279,0.150,3.088,15.074,600,2,5,5
1060,0.326,0.042,0.861,0.322,0.150,3.228,12.882,350,4,6,20
10600,0.293,0.038,0.898,0.290,0.124,3.802,11.796,900,2,3,0
10601,0.283,0.037,0.946,0.283,0.128,3.747,12.556,900,2,3,20
10602,0.288,0.038,0.890,0.287,0.129,3.648,12.443,900,2,3,10
10603,0.282,0.037,1.037,0.278,0.122,4.019,12.102,900,2,3,25
10604,0.290,0.038,0.985,0.289,0.134,3.538,12.860,900,2,3,15
10605,0.282,0.038,1.010,0.279,0.124,4.030,12.295,900,2,5,30
10606,0.290,0.038,0.863,0.288,0.128,3.678,12.291,900,2,5,5
10607,0.290,0.038,0.863,0.288,0.128,3.678,12.291,900,2,5,0
10608,0.282,0.037,1.089,0.277,0.133,3.627,13.306,900,2,5,20
10609,0.285,0.038,0.827,0.285,0.142,3.308,13.871,900,2,5,10
1061,0.338,0.043,0.985,0.335,0.131,3.686,10.631,350,4,6,10
10610,0.279,0.037,1.036,0.275,0.124,3.981,12.418,900,2,5,25
10611,0.289,0.038,1.022,0.288,0.141,3.379,13.594,900,2,5,15
10612,0.285,0.038,1.105,0.285,0.142,3.436,13.816,900,2,1,30
10613,0.289,0.038,0.990,0.286,0.130,3.612,12.520,900,2,1,5
10614,0.287,0.038,1.053,0.287,0.141,3.292,13.642,900,2,1,0
10615,0.286,0.038,0.901,0.286,0.126,3.785,12.210,900,2,1,20
10616,0.291,0.038,0.890,0.288,0.132,3.550,12.686,900,2,1,10
10617,0.287,0.038,0.922,0.283,0.137,3.505,13.487,900,2,1,25
10618,0.295,0.039,0.981,0.292,0.132,3.594,12.488,900,2,1,15
10619,0.282,0.038,1.022,0.278,0.140,3.593,14.018,900,2,7,30
1062,0.321,0.042,0.894,0.316,0.125,4.008,10.799,350,4,6,25
10620,0.289,0.038,0.934,0.282,0.143,3.278,14.122,900,2,7,5
10621,0.289,0.038,0.934,0.282,0.143,3.278,14.122,900,2,7,0
10622,0.286,0.038,1.042,0.281,0.151,3.189,15.053,900,2,7,20
10623,0.285,0.038,0.906,0.286,0.132,3.619,12.761,900,2,7,10
10624,0.274,0.037,1.073,0.273,0.136,3.625,13.890,900,2,7,25
10625,0.291,0.038,0.948,0.286,0.131,3.692,12.636,900,2,7,15
10626,0.281,0.038,1.083,0.276,0.235,2.138,24.136,900,2,9,30
10627,0.283,0.037,1.014,0.283,0.134,3.574,13.145,900,2,9,5
10628,0.283,0.037,1.014,0.283,0.134,3.574,13.145,900,2,9,0
10629,0.275,0.037,1.017,0.277,0.134,3.726,13.377,900,2,9,20
1063,0.333,0.043,1.003,0.329,0.131,3.720,10.862,350,4,6,15
10630,0.285,0.038,0.899,0.286,0.137,3.493,13.335,900,2,9,10
10631,0.279,0.037,1.202,0.270,0.161,3.105,16.755,900,2,9,25
10632,0.284,0.038,1.035,0.280,0.124,3.980,12.255,900,2,9,15
10633,0.285,0.038,1.117,0.282,0.140,3.503,13.761,900,2,2,30
10634,0.294,0.038,0.985,0.288,0.138,3.373,13.302,900,2,2,5
10635,0.294,0.038,0.945,0.289,0.133,3.523,12.717,900,2,2,0
10636,0.283,0.037,0.868,0.283,0.131,3.642,12.860,900,2,2,20
10637,0.291,0.038,0.885,0.290,0.141,3.308,13.564,900,2,2,10
10638,0.286,0.038,1.014,0.284,0.139,3.467,13.644,900,2,2,25
10639,0.289,0.038,0.953,0.290,0.136,3.474,13.017,900,2,2,15
